blockNumber,baseFeeWei,baseFeeGwei,gasUsedRatio,rewardP10Wei,rewardP10Gwei,effectiveP10Wei,effectiveP10Gwei,rewardP25Wei,rewardP25Gwei,effectiveP25Wei,effectiveP25Gwei,rewardP50Wei,rewardP50Gwei,effectiveP50Wei,effectiveP50Gwei,rewardP75Wei,rewardP75Gwei,effectiveP75Wei,effectiveP75Gwei,rewardP90Wei,rewardP90Gwei,effectiveP90Wei,effectiveP90Gwei
25934140,206722852,0.206722852,0.3299121,21779481,0.021779481,228502333,0.228502333,115000000,0.115,321722852,0.321722852,415000000,0.415,621722852,0.621722852,793277148,0.793277148,1000000000,1.0,2000000000,2.0,2206722852,2.206722852
25934141,197932589,0.197932589,0.51841385,226666,0.000226666,198159255,0.198159255,1000000,0.001,198932589,0.198932589,100000000,0.1,297932589,0.297932589,284298530,0.28429853,482231119,0.482231119,1802067411,1.802067411,2000000000,2.0
25934142,198843764,0.198843764,0.4596211666666667,1000000,0.001,199843764,0.199843764,25500000,0.0255,224343764,0.224343764,100000000,0.1,298843764,0.298843764,320058338,0.320058338,518902102,0.518902102,2000000000,2.0,2198843764,2.198843764
25934143,196836495,0.196836495,0.4507017586240216,74000,7.4e-05,196910495,0.196910495,500000,0.0005,197336495,0.197336495,69631124,0.069631124,266467619,0.266467619,292177618,0.292177618,489014113,0.489014113,2000000000,2.0,2196836495,2.196836495
25934144,194410572,0.194410572,0.23676720826218117,170000,0.00017,194580572,0.194580572,1845397,0.001845397,196255969,0.196255969,100000000,0.1,294410572,0.294410572,500000000,0.5,694410572,0.694410572,2000000000,2.0,2194410572,2.194410572
25934145,181616763,0.181616763,0.653396584271182,0,0.0,181616763,0.181616763,4000000,0.004,185616763,0.185616763,175488937,0.175488937,357105700,0.3571057,609999095,0.609999095,791615858,0.791615858,1818383237,1.818383237,2000000000,2.0
25934146,188581611,0.188581611,0.6056387695595344,226666,0.000226666,188808277,0.188808277,35360172,0.035360172,223941783,0.223941783,200000000,0.2,388581611,0.388581611,309404619,0.309404619,497986230,0.49798623,811418389,0.811418389,1000000000,1.0
25934147,193561993,0.193561993,0.29739356246616555,170000,0.00017,193731993,0.193731993,170000,0.00017,193731993,0.193731993,86000000,0.086,279561993,0.279561993,806438007,0.806438007,1000000000,1.0,2000000000,2.0,2193561993,2.193561993
25934148,183757767,0.183757767,0.09589042148174903,39451560,0.03945156,223209327,0.223209327,86000000,0.086,269757767,0.269757767,230000000,0.23,413757767,0.413757767,1000000000,1.0,1183757767,1.183757767,1473921151,1.473921151,1657678918,1.657678918
25934149,165193199,0.165193199,0.26241215208821933,170000,0.00017,165363199,0.165363199,500000,0.0005,165693199,0.165693199,50000001,0.050000001,215193200,0.2151932,498161823,0.498161823,663355022,0.663355022,834806801,0.834806801,1000000000,1.0
25934150,155381226,0.155381226,0.933448463770829,170000,0.00017,155551226,0.155551226,5198728,0.005198728,160579954,0.160579954,126224012,0.126224012,281605238,0.281605238,634961764,0.634961764,790342990,0.79034299,1844618774,1.844618774,2000000000,2.0
25934151,172218664,0.172218664,0.41498501666666665,1,1e-09,172218665,0.172218665,9481336,0.009481336,181700000,0.1817,130599993,0.130599993,302818657,0.302818657,543382999,0.543382999,715601663,0.715601663,1500000000,1.5,1672218664,1.672218664
25934152,168558373,0.168558373,0.17725636341408596,130596,0.000130596,168688969,0.168688969,174128,0.000174128,168732501,0.168732501,64494689,0.064494689,233053062,0.233053062,388846413,0.388846413,557404786,0.557404786,2000000000,2.0,2168558373,2.168558373
25934153,154958088,0.154958088,0.7558562513967721,170000,0.00017,155128088,0.155128088,11534051,0.011534051,166492139,0.166492139,134457216,0.134457216,289415304,0.289415304,1000000000,1.0,1154958088,1.154958088,2000000000,2.0,2154958088,2.154958088
25934154,164869837,0.164869837,0.29303975,675000,0.000675,165544837,0.165544837,10000000,0.01,174869837,0.174869837,100000000,0.1,264869837,0.264869837,735130163,0.735130163,900000000,0.9,2000000000,2.0,2164869837,2.164869837
25934155,156339462,0.156339462,0.27463353333333335,50000001,0.050000001,206339463,0.206339463,149753042,0.149753042,306092504,0.306092504,525849436,0.525849436,682188898,0.682188898,1473921151,1.473921151,1630260613,1.630260613,2000000000,2.0,2156339462,2.156339462
25934156,147531044,0.147531044,0.44435648333333333,118999,0.000118999,147650043,0.147650043,1000000,0.001,148531044,0.148531044,18638201,0.018638201,166169245,0.166169245,1000000000,1.0,1147531044,1.147531044,2000000000,2.0,2147531044,2.147531044
25934157,145478758,0.145478758,0.5429871,807610,0.00080761,146286368,0.146286368,43643627,0.043643627,189122385,0.189122385,130599993,0.130599993,276078751,0.276078751,600000000,0.6,745478758,0.745478758,2000000000,2.0,2145478758,2.145478758
25934158,147042185,0.147042185,0.38074056666666667,100000,0.0001,147142185,0.147142185,174128,0.000174128,147216313,0.147216313,3357479,0.003357479,150399664,0.150399664,138367110,0.13836711,285409295,0.285409295,1328518217,1.328518217,1475560402,1.475560402
25934159,142658144,0.142658144,0.5611841,158665,0.000158665,142816809,0.142816809,10000000,0.01,152658144,0.152658144,109455455,0.109455455,252113599,0.252113599,600000000,0.6,742658144,0.742658144,2000000000,2.0,2142658144,2.142658144
25934160,144840246,0.144840246,0.45689566666666664,118999,0.000118999,144959245,0.144959245,10100000,0.0101,154940246,0.154940246,193709230,0.19370923,338549476,0.338549476,1000000000,1.0,1144840246,1.144840246,2000000000,2.0,2144840246,2.144840246
25934161,143279436,0.143279436,0.47587661666666664,118999,0.000118999,143398435,0.143398435,1673439,0.001673439,144952875,0.144952875,117839734,0.117839734,261119170,0.26111917,856720564,0.856720564,1000000000,1.0,2000000000,2.0,2143279436,2.143279436
25934162,142415340,0.14241534,0.37869235,1000000,0.001,143415340,0.14341534,1000000,0.001,143415340,0.14341534,141086029,0.141086029,283501369,0.283501369,600000000,0.6,742415340,0.74241534,2000000000,2.0,2142415340,2.14241534
25934163,138096323,0.138096323,0.4005268166666667,0,0.0,138096323,0.138096323,1531944,0.001531944,139628267,0.139628267,24331647,0.024331647,162427970,0.16242797,151468814,0.151468814,289565137,0.289565137,2000000000,2.0,2138096323,2.138096323
25934164,134662103,0.134662103,0.37651066666666666,12311666,0.012311666,146973769,0.146973769,50000001,0.050000001,184662104,0.184662104,146000000,0.146,280662103,0.280662103,1000000000,1.0,1134662103,1.134662103,2000000000,2.0,2134662103,2.134662103
25934165,130504770,0.13050477,0.20394316666666668,174128,0.000174128,130678898,0.130678898,8319765,0.008319765,138824535,0.138824535,141407680,0.14140768,271912450,0.27191245,869495230,0.86949523,1000000000,1.0,1334161896,1.334161896,1464666666,1.464666666
25934166,120845563,0.120845563,0.7960197333333333,118999,0.000118999,120964562,0.120964562,1094463,0.001094463,121940026,0.121940026,50000001,0.050000001,170845564,0.170845564,284190131,0.284190131,405035694,0.405035694,1040282976,1.040282976,1161128539,1.161128539
25934167,129788730,0.12978873,0.4303994,237998,0.000237998,130026728,0.130026728,10000000,0.01,139788730,0.13978873,67398628,0.067398628,197187358,0.197187358,219721235,0.219721235,349509965,0.349509965,2000000000,2.0,2129788730,2.12978873
25934168,127530387,0.127530387,0.6432903166666667,1,1e-09,127530388,0.127530388,118999,0.000118999,127649386,0.127649386,12990773,0.012990773,140521160,0.14052116,150000000,0.15,277530387,0.277530387,1000000000,1.0,1127530387,1.127530387
25934169,132098854,0.132098854,0.27317705,10000,1e-05,132108854,0.132108854,158665,0.000158665,132257519,0.132257519,10000000,0.01,142098854,0.142098854,200000000,0.2,332098854,0.332098854,1000000000,1.0,1132098854,1.132098854
25934170,124608092,0.124608092,0.42868035,34053331,0.034053331,158661423,0.158661423,88427042,0.088427042,213035134,0.213035134,201132985,0.201132985,325741077,0.325741077,875391908,0.875391908,1000000000,1.0,2000000000,2.0,2124608092,2.124608092
25934171,122386341,0.122386341,0.7349913769126011,0,0.0,122386341,0.122386341,1000000,0.001,123386341,0.123386341,48880405,0.048880405,171266746,0.171266746,142049365,0.142049365,264435706,0.264435706,1000000000,1.0,1122386341,1.122386341
25934172,129576274,0.129576274,0.3657529141319351,118999,0.000118999,129695273,0.129695273,118999,0.000118999,129695273,0.129695273,12990773,0.012990773,142567047,0.142567047,231302933,0.231302933,360879207,0.360879207,1322423726,1.322423726,1452000000,1.452
25934173,125227465,0.125227465,0.6521593833333333,531976,0.000531976,125759441,0.125759441,531976,0.000531976,125759441,0.125759441,58699315,0.058699315,183926780,0.18392678,600000000,0.6,725227465,0.725227465,1028000000,1.028,1153227465,1.153227465
25934174,129991098,0.129991098,0.17457388333333335,118999,0.000118999,130110097,0.130110097,718632,0.000718632,130709730,0.13070973,86000000,0.086,215991098,0.215991098,345963118,0.345963118,475954216,0.475954216,1000000000,1.0,1129991098,1.129991098
25934175,119415474,0.119415474,0.73004,33544,3.3544e-05,119449018,0.119449018,1000000,0.001,120415474,0.120415474,19884439,0.019884439,139299913,0.139299913,108500000,0.1085,227915474,0.227915474,1322423726,1.322423726,1441839200,1.4418392
25934176,126283057,0.126283057,0.6541990166666667,0,0.0,126283057,0.126283057,1000000,0.001,127283057,0.127283057,86000000,0.086,212283057,0.212283057,590371031,0.590371031,716654088,0.716654088,2000000000,2.0,2126283057,2.126283057
25934177,131151237,0.131151237,0.5419098666666666,118999,0.000118999,131270236,0.131270236,18295152,0.018295152,149446389,0.149446389,91667815,0.091667815,222819052,0.222819052,600000000,0.6,731151237,0.731151237,2000000000,2.0,2131151237,2.131151237
25934178,132525369,0.132525369,0.5311333,118999,0.000118999,132644368,0.132644368,118999,0.000118999,132644368,0.132644368,50000000,0.05,182525369,0.182525369,344600000,0.3446,477125369,0.477125369,1322423726,1.322423726,1454949095,1.454949095
25934179,133556857,0.133556857,0.5149988,150000,0.00015,133706857,0.133706857,1000000,0.001,134556857,0.134556857,25615185,0.025615185,159172042,0.159172042,559418192,0.559418192,692975049,0.692975049,2000000000,2.0,2133556857,2.133556857
25934180,134057655,0.134057655,0.6017875,0,0.0,134057655,0.134057655,745126,0.000745126,134802781,0.134802781,16200956,0.016200956,150258611,0.150258611,564730399,0.564730399,698788054,0.698788054,1865942345,1.865942345,2000000000,2.0
25934181,137469003,0.137469003,0.3767617166666667,118000,0.000118,137587003,0.137587003,5395747,0.005395747,142864750,0.14286475,102000000,0.102,239469003,0.239469003,102000000,0.102,239469003,0.239469003,862530997,0.862530997,1000000000,1.0
25934182,133233643,0.133233643,0.1555042,16200956,0.016200956,149434599,0.149434599,68910532,0.068910532,202144175,0.202144175,134999667,0.134999667,268233310,0.26823331,866766357,0.866766357,1000000000,1.0,1327433023,1.327433023,1460666666,1.460666666
25934183,121759036,0.121759036,0.5122129333333333,24301434,0.024301434,146060470,0.14606047,100000000,0.1,221759036,0.221759036,150000000,0.15,271759036,0.271759036,600000000,0.6,721759036,0.721759036,2000000000,2.0,2121759036,2.121759036
25934184,122130794,0.122130794,0.8130868833333333,118000,0.000118,122248794,0.122248794,157333,0.000157333,122288127,0.122288127,12044861,0.012044861,134175655,0.134175655,200236000,0.200236,322366794,0.322366794,1000000000,1.0,1122130794,1.122130794
25934185,131690181,0.131690181,0.49278856666666665,100000,0.0001,131790181,0.131790181,1118000,0.001118,132808181,0.132808181,50000001,0.050000001,181690182,0.181690182,616200000,0.6162,747890181,0.747890181,1000000000,1.0,1131690181,1.131690181
25934186,131452763,0.131452763,0.5281749,10000,1e-05,131462763,0.131462763,150000,0.00015,131602763,0.131602763,60000000,0.06,191452763,0.191452763,257549238,0.257549238,389002001,0.389002001,1237992804,1.237992804,1369445567,1.369445567
25934187,132378680,0.13237868,0.48171405,10000,1e-05,132388680,0.13238868,133333,0.000133333,132512013,0.132512013,25364636,0.025364636,157743316,0.157743316,273913861,0.273913861,406292541,0.406292541,1000000000,1.0,1132378680,1.13237868
25934188,131773513,0.131773513,0.5022070166666667,22,2.2e-08,131773535,0.131773535,1000000,0.001,132773513,0.132773513,50000001,0.050000001,181773514,0.181773514,452690655,0.452690655,584464168,0.584464168,1875000000,1.875,2006773513,2.006773513
25934189,131846219,0.131846219,0.40181951666666665,133333,0.000133333,131979552,0.131979552,12000000,0.012,143846219,0.143846219,100000000,0.1,231846219,0.231846219,1000000000,1.0,1131846219,1.131846219,2000000000,2.0,2131846219,2.131846219
25934190,128610038,0.128610038,0.6950225166666667,100000,0.0001,128710038,0.128710038,163623,0.000163623,128773661,0.128773661,12000000,0.012,140610038,0.140610038,265384536,0.265384536,393994574,0.393994574,1000000000,1.0,1128610038,1.128610038
25934191,134880501,0.134880501,0.7103034833333334,100000,0.0001,134980501,0.134980501,100000,0.0001,134980501,0.134980501,1000000,0.001,135880501,0.135880501,141126416,0.141126416,276006917,0.276006917,1250000000,1.25,1384880501,1.384880501
25934192,141971960,0.14197196,0.4426134,100000,0.0001,142071960,0.14207196,1000000,0.001,142971960,0.14297196,72587242,0.072587242,214559202,0.214559202,698723155,0.698723155,840695115,0.840695115,1687665047,1.687665047,1829637007,1.829637007
25934193,139935138,0.139935138,0.43259965,64862,6.4862e-05,140000000,0.14,125000,0.000125,140060138,0.140060138,1000000,0.001,140935138,0.140935138,134002705,0.134002705,273937843,0.273937843,1000000000,1.0,1139935138,1.139935138
25934194,137577219,0.137577219,0.5526953666666666,100000,0.0001,137677219,0.137677219,12000000,0.012,149577219,0.149577219,100000000,0.1,237577219,0.237577219,307879514,0.307879514,445456733,0.445456733,1000000000,1.0,1137577219,1.137577219
25934195,139389639,0.139389639,0.1550383,100000,0.0001,139489639,0.139489639,1000000,0.001,140389639,0.140389639,60000001,0.060000001,199389640,0.19938964,860610361,0.860610361,1000000000,1.0,1907560590,1.90756059,2046950229,2.046950229
25934196,127368618,0.127368618,0.8384212333333333,100000,0.0001,127468618,0.127468618,1000000,0.001,128368618,0.128368618,34847409,0.034847409,162216027,0.162216027,419777370,0.41977737,547145988,0.547145988,2000000000,2.0,2127368618,2.127368618
25934197,138144679,0.138144679,0.6660474833333333,0,0.0,138144679,0.138144679,1000000,0.001,139144679,0.139144679,81799201,0.081799201,219943880,0.21994388,363828442,0.363828442,501973121,0.501973121,1178608003,1.178608003,1316752682,1.316752682
25934198,143879323,0.143879323,0.50727535,100000,0.0001,143979323,0.143979323,1000000,0.001,144879323,0.144879323,6120677,0.006120677,150000000,0.15,316000001,0.316000001,459879324,0.459879324,1000000000,1.0,1143879323,1.143879323
25934199,144141016,0.144141016,0.49355595,100000,0.0001,144241016,0.144241016,1000000,0.001,145141016,0.145141016,90000000,0.09,234141016,0.234141016,1000000000,1.0,1144141016,1.144141016,2000000000,2.0,2144141016,2.144141016
25934200,143908804,0.143908804,0.41822523333333333,125000,0.000125,144033804,0.144033804,1000000,0.001,144908804,0.144908804,36267466,0.036267466,180176270,0.18017627,339914222,0.339914222,483823026,0.483823026,1473921151,1.473921151,1617829955,1.617829955
25934201,140966777,0.140966777,0.47553918333333334,100000,0.0001,141066777,0.141066777,1000000,0.001,141966777,0.141966777,25556330,0.02555633,166523107,0.166523107,150000000,0.15,290966777,0.290966777,1530505830,1.53050583,1671472607,1.671472607
25934202,140104737,0.140104737,0.41925576666666664,100000,0.0001,140204737,0.140204737,4000000,0.004,144104737,0.144104737,41707586,0.041707586,181812323,0.181812323,500000000,0.5,640104737,0.640104737,1500000000,1.5,1640104737,1.640104737
25934203,137276575,0.137276575,0.41707982568577634,133333,0.000133333,137409908,0.137409908,6120677,0.006120677,143397252,0.143397252,88375170,0.08837517,225651745,0.225651745,648159648,0.648159648,785436223,0.785436223,2000000000,2.0,2137276575,2.137276575
25934204,134430826,0.134430826,0.15224947797033742,133333,0.000133333,134564159,0.134564159,200000,0.0002,134630826,0.134630826,10000000,0.01,144430826,0.144430826,100000000,0.1,234430826,0.234430826,1000000000,1.0,1134430826,1.134430826
25934205,122743729,0.122743729,0.9326735333333334,133333,0.000133333,122877062,0.122877062,10000000,0.01,132743729,0.132743729,55715818,0.055715818,178459547,0.178459547,577105831,0.577105831,699849560,0.69984956,1800000000,1.8,1922743729,1.922743729
25934206,136020719,0.136020719,0.51356385,125000,0.000125,136145719,0.136145719,11271755,0.011271755,147292474,0.147292474,109566739,0.109566739,245587458,0.245587458,972279759,0.972279759,1108300478,1.108300478,1863979281,1.863979281,2000000000,2.0
25934207,136481960,0.13648196,0.35693921666666667,0,0.0,136481960,0.13648196,420222,0.000420222,136902182,0.136902182,55715818,0.055715818,192197778,0.192197778,461699598,0.461699598,598181558,0.598181558,2000000000,2.0,2136481960,2.13648196
25934208,131600656,0.131600656,0.635386,100000,0.0001,131700656,0.131700656,679994,0.000679994,132280650,0.13228065,40000000,0.04,171600656,0.171600656,141363264,0.141363264,272963920,0.27296392,1000000000,1.0,1131600656,1.131600656
25934209,136054877,0.136054877,0.3754615,200000,0.0002,136254877,0.136254877,1000000,0.001,137054877,0.137054877,50000001,0.050000001,186054878,0.186054878,391802906,0.391802906,527857783,0.527857783,2000000000,2.0,2136054877,2.136054877
25934210,131818860,0.13181886,0.47526758333333335,200000,0.0002,132018860,0.13201886,12000000,0.012,143818860,0.14381886,55715818,0.055715818,187534678,0.187534678,600000000,0.6,731818860,0.73181886,2000000000,2.0,2131818860,2.13181886
25934211,131003811,0.131003811,0.14773613592793816,420222,0.000420222,131424033,0.131424033,10000001,0.010000001,141003812,0.141003812,53083663,0.053083663,184087474,0.184087474,311287399,0.311287399,442291210,0.44229121,1999599999,1.999599999,2130603810,2.13060381
25934212,119466834,0.119466834,0.3734316047600245,0,0.0,119466834,0.119466834,20000000,0.02,139466834,0.139466834,150000000,0.15,269466834,0.269466834,1000000000,1.0,1119466834,1.119466834,2000000000,2.0,2119466834,2.119466834
25934213,115686653,0.115686653,0.6611252666666667,9598077,0.009598077,125284730,0.12528473,40000000,0.04,155686653,0.155686653,88313347,0.088313347,204000000,0.204,500000000,0.5,615686653,0.615686653,1000000000,1.0,1115686653,1.115686653
25934214,120346663,0.120346663,0.4881984166666667,100000,0.0001,120446663,0.120446663,200000,0.0002,120546663,0.120546663,12000000,0.012,132346663,0.132346663,98271225,0.098271225,218617888,0.218617888,1000000000,1.0,1120346663,1.120346663
25934215,119991593,0.119991593,0.7489420333333333,100000,0.0001,120091593,0.120091593,12000000,0.012,131991593,0.131991593,100000000,0.1,219991593,0.219991593,201265207,0.201265207,321256800,0.3212568,1000000000,1.0,1119991593,1.119991593
25934216,127459330,0.12745933,0.28281931666666665,16650581,0.016650581,144109911,0.144109911,51541832,0.051541832,179001162,0.179001162,230115000,0.230115,357574330,0.35757433,872540670,0.87254067,1000000000,1.0,2000000000,2.0,2127459330,2.12745933
25934217,120538904,0.120538904,0.6061596833333334,200000,0.0002,120738904,0.120738904,1000000,0.001,121538904,0.121538904,50000001,0.050000001,170538905,0.170538905,600000000,0.6,720538904,0.720538904,2000000000,2.0,2120538904,2.120538904
25934218,123737996,0.123737996,0.46160685,1,1e-09,123737997,0.123737997,125000,0.000125,123862996,0.123862996,11667831,0.011667831,135405827,0.135405827,55715818,0.055715818,179453814,0.179453814,1330928670,1.33092867,1454666666,1.454666666
25934219,122550324,0.122550324,0.43024853333333335,0,0.0,122550324,0.122550324,0,0.0,122550324,0.122550324,54399741,0.054399741,176950065,0.176950065,480857096,0.480857096,603407420,0.60340742,2000000000,2.0,2122550324,2.122550324
25934220,120413308,0.120413308,0.6836807,33355,3.3355e-05,120446663,0.120446663,1000000,0.001,121413308,0.121413308,55057779,0.055057779,175471087,0.175471087,449487844,0.449487844,569901152,0.569901152,1466185734,1.466185734,1586599042,1.586599042
25934221,125942708,0.125942708,0.5077127833333334,1,1e-09,125942709,0.125942709,10000000,0.01,135942708,0.135942708,65279689,0.065279689,191222397,0.191222397,150000000,0.15,275942708,0.275942708,874057292,0.874057292,1000000000,1.0
25934222,126185550,0.12618555,0.3725350666666667,100000,0.0001,126285550,0.12628555,18310419,0.018310419,144495969,0.144495969,150000000,0.15,276185550,0.27618555,797304436,0.797304436,923489986,0.923489986,1991384509,1.991384509,2117570059,2.117570059
25934223,122164492,0.122164492,0.54566375,100000,0.0001,122264492,0.122264492,100000,0.0001,122264492,0.122264492,4121058,0.004121058,126285550,0.12628555,181053394,0.181053394,303217886,0.303217886,2000000000,2.0,2122164492,2.122164492
25934224,123559114,0.123559114,0.44374261666666664,133333,0.000133333,123692447,0.123692447,4121058,0.004121058,127680172,0.127680172,56440886,0.056440886,180000000,0.18,461606800,0.4616068,585165914,0.585165914,2000000000,2.0,2123559114,2.123559114
25934225,121821336,0.121821336,0.41984293333333333,100000,0.0001,121921336,0.121921336,11667831,0.011667831,133489167,0.133489167,72359659,0.072359659,194180995,0.194180995,683943379,0.683943379,805764715,0.805764715,1878178664,1.878178664,2000000000,2.0
25934226,119380126,0.119380126,0.5719020833333334,0,0.0,119380126,0.119380126,420222,0.000420222,119800348,0.119800348,1000000,0.001,120380126,0.120380126,100000000,0.1,219380126,0.219380126,1000000000,1.0,1119380126,1.119380126
25934227,121526045,0.121526045,0.37055673333333333,250000,0.00025,121776045,0.121776045,5395747,0.005395747,126921792,0.126921792,138247104,0.138247104,259773149,0.259773149,1000000000,1.0,1121526045,1.121526045,1878473955,1.878473955,2000000000,2.0
25934228,117593363,0.117593363,0.45085831666666665,133333,0.000133333,117726696,0.117726696,1786763,0.001786763,119380126,0.119380126,115000000,0.115,232593363,0.232593363,1000000000,1.0,1117593363,1.117593363,2000000000,2.0,2117593363,2.117593363
25934229,116148680,0.11614868,0.39947565,100000,0.0001,116248680,0.11624868,1000000,0.001,117148680,0.11714868,34844604,0.034844604,150993284,0.150993284,277867858,0.277867858,394016538,0.394016538,1000000000,1.0,1116148680,1.11614868
25934230,113229738,0.113229738,0.5725223,1000000,0.001,114229738,0.114229738,13767282,0.013767282,126997020,0.12699702,139538742,0.139538742,252768480,0.25276848,886770262,0.886770262,1000000000,1.0,2000000000,2.0,2113229738,2.113229738
25934231,115282658,0.115282658,0.20589496666666668,100000,0.0001,115382658,0.115382658,133333,0.000133333,115415991,0.115415991,80000000,0.08,195282658,0.195282658,1000000000,1.0,1115282658,1.115282658,2000000000,2.0,2115282658,2.115282658
25934232,106806356,0.106806356,0.9535716333333333,200000,0.0002,107006356,0.107006356,1000000,0.001,107806356,0.107806356,22130878,0.022130878,128937234,0.128937234,200000000,0.2,306806356,0.306806356,893193644,0.893193644,1000000000,1.0
25934233,118917439,0.118917439,0.4049615833333333,133333,0.000133333,119050772,0.119050772,10000000,0.01,128917439,0.128917439,96667848,0.096667848,215585287,0.215585287,600000000,0.6,718917439,0.718917439,1982396235,1.982396235,2101313674,2.101313674
25934234,116092008,0.116092008,0.36076013333333334,133333,0.000133333,116225341,0.116225341,10000000,0.01,126092008,0.126092008,76179829,0.076179829,192271837,0.192271837,505074092,0.505074092,621166100,0.6211661,1982396235,1.982396235,2098488243,2.098488243
25934235,112050850,0.11205085,0.9997307333333333,133333,0.000133333,112184183,0.112184183,680523,0.000680523,112731373,0.112731373,3071508,0.003071508,115122358,0.115122358,34662676,0.034662676,146713526,0.146713526,150000000,0.15,262050850,0.26205085
25934236,126049663,0.126049663,0.11542906666666666,1216460,0.00121646,127266123,0.127266123,22130878,0.022130878,148180541,0.148180541,55558277,0.055558277,181607940,0.18160794,721854417,0.721854417,847904080,0.84790408,2000000000,2.0,2126049663,2.126049663
25934237,113930904,0.113930904,0.91988275,100000,0.0001,114030904,0.114030904,1000000,0.001,114930904,0.114930904,64400273,0.064400273,178331177,0.178331177,492147611,0.492147611,606078515,0.606078515,2000000000,2.0,2113930904,2.113930904
25934238,125890309,0.125890309,0.44107065,0,0.0,125890309,0.125890309,133333,0.000133333,126023642,0.126023642,4607262,0.004607262,130497571,0.130497571,100000000,0.1,225890309,0.225890309,1315443024,1.315443024,1441333333,1.441333333
25934239,124035651,0.124035651,0.5062014166666666,100000,0.0001,124135651,0.124135651,1000000,0.001,125035651,0.125035651,80500000,0.0805,204535651,0.204535651,500000000,0.5,624035651,0.624035651,1993534408,1.993534408,2117570059,2.117570059
25934240,124227950,0.12422795,0.4684354333333333,133333,0.000133333,124361283,0.124361283,3071508,0.003071508,127299458,0.127299458,92962950,0.09296295,217190900,0.2171909,875772050,0.87577205,1000000000,1.0,1627804527,1.627804527,1752032477,1.752032477
25934241,123247650,0.12324765,0.4308052666666667,0,0.0,123247650,0.12324765,530615,0.000530615,123778265,0.123778265,50000000,0.05,173247650,0.17324765,600000000,0.6,723247650,0.72324765,1049256598,1.049256598,1172504248,1.172504248
25934242,121115628,0.121115628,0.54965945,100000,0.0001,121215628,0.121215628,3071508,0.003071508,124187136,0.124187136,59605752,0.059605752,180721380,0.18072138,311114104,0.311114104,432229732,0.432229732,1000000000,1.0,1121115628,1.121115628
25934243,122619261,0.122619261,0.4687131333333333,0,0.0,122619261,0.122619261,133333,0.000133333,122752594,0.122752594,10000000,0.01,132619261,0.132619261,100000000,0.1,222619261,0.222619261,1328047405,1.328047405,1450666666,1.450666666
25934244,121660168,0.121660168,0.3238679,100000,0.0001,121760168,0.121760168,1000000,0.001,122660168,0.122660168,36296412,0.036296412,157956580,0.15795658,315566327,0.315566327,437226495,0.437226495,2000000000,2.0,2121660168,2.121660168
25934245,116303103,0.116303103,0.68829905,510766,0.000510766,116813869,0.116813869,510766,0.000510766,116813869,0.116813869,57535193,0.057535193,173838296,0.173838296,514206495,0.514206495,630509598,0.630509598,1593000000,1.593,1709303103,1.709303103
25934246,121778043,0.121778043,0.13420205,24525060,0.02452506,146303103,0.146303103,58270268,0.058270268,180048311,0.180048311,123660479,0.123660479,245438522,0.245438522,123660479,0.123660479,245438522,0.245438522,1326888623,1.326888623,1448666666,1.448666666
25934247,110641504,0.110641504,0.9094370333333334,100000,0.0001,110741504,0.110741504,700000,0.0007,111341504,0.111341504,35239683,0.035239683,145881187,0.145881187,220789097,0.220789097,331430601,0.331430601,1593000000,1.593,1703641504,1.703641504
25934248,121966686,0.121966686,0.11166486666666667,12000000,0.012,133966686,0.133966686,37536435,0.037536435,159503121,0.159503121,57792811,0.057792811,179759497,0.179759497,600000000,0.6,721966686,0.721966686,1473921151,1.473921151,1595887837,1.595887837
25934249,110125699,0.110125699,0.36218886666666666,12000000,0.012,122125699,0.122125699,100000000,0.1,210125699,0.210125699,214987683,0.214987683,325113382,0.325113382,1106701251,1.106701251,1216826950,1.21682695,2055040773,2.055040773,2165166472,2.165166472
25934250,106331563,0.106331563,0.365829,75412746,0.075412746,181744309,0.181744309,264987683,0.264987683,371319246,0.371319246,600000000,0.6,706331563,0.706331563,1365933010,1.36593301,1472264573,1.472264573,2000000000,2.0,2106331563,2.106331563
25934251,102764910,0.10276491,0.5258721333333334,1000000,0.001,103764910,0.10376491,1000000,0.001,103764910,0.10376491,1000000,0.001,103764910,0.10376491,16079242,0.016079242,118844152,0.118844152,110921496,0.110921496,213686406,0.213686406
25934252,103429596,0.103429596,0.98953845,133333,0.000133333,103562929,0.103562929,700000,0.0007,104129596,0.104129596,40627854,0.040627854,144057450,0.14405745,213670599,0.213670599,317100195,0.317100195,1000000000,1.0,1103429596,1.103429596
25934253,116087787,0.116087787,0.59288635,93333,9.3333e-05,116181120,0.11618112,100000,0.0001,116187787,0.116187787,5395747,0.005395747,121483534,0.121483534,309238465,0.309238465,425326252,0.425326252,1000000000,1.0,1116087787,1.116087787
25934254,118783529,0.118783529,0.5594832540470187,100000,0.0001,118883529,0.118883529,133333,0.000133333,118916862,0.118916862,10000000,0.01,128783529,0.128783529,179147068,0.179147068,297930597,0.297930597,1000000000,1.0,1118783529,1.118783529
25934255,120549936,0.120549936,0.4262752716281747,0,0.0,120549936,0.120549936,700000,0.0007,121249936,0.121249936,60926035,0.060926035,181475971,0.181475971,879450064,0.879450064,1000000000,1.0,1593000000,1.593,1713549936,1.713549936
